ID;Radius;Mass;Energy;Nichel
776;25.0;20.0;0.50;0.060
777;25.0;20.0;0.50;0.070
778;25.0;20.0;0.50;0.080
779;25.0;20.0;0.50;0.090
780;25.0;20.0;0.50;0.100
781;1.0;22.0;0.50;0.010
782;1.0;22.0;0.50;0.020
783;1.0;22.0;0.50;0.030
784;1.0;22.0;0.50;0.040
785;1.0;22.0;0.50;0.050
786;1.0;22.0;0.50;0.060
787;1.0;22.0;0.50;0.070
788;1.0;22.0;0.50;0.080
789;1.0;22.0;0.50;0.090
790;1.0;22.0;0.50;0.100
791;3.0;22.0;0.50;0.010
792;3.0;22.0;0.50;0.020
793;3.0;22.0;0.50;0.030
794;3.0;22.0;0.50;0.040
795;3.0;22.0;0.50;0.050
796;3.0;22.0;0.50;0.060
797;3.0;22.0;0.50;0.070
798;3.0;22.0;0.50;0.080
799;3.0;22.0;0.50;0.090
800;3.0;22.0;0.50;0.100
801;5.0;22.0;0.50;0.010
802;5.0;22.0;0.50;0.020
803;5.0;22.0;0.50;0.030
804;5.0;22.0;0.50;0.040
805;5.0;22.0;0.50;0.050
806;5.0;22.0;0.50;0.060
807;5.0;22.0;0.50;0.070
808;5.0;22.0;0.50;0.080
809;5.0;22.0;0.50;0.090
810;5.0;22.0;0.50;0.100
811;7.0;22.0;0.50;0.010
812;7.0;22.0;0.50;0.020
813;7.0;22.0;0.50;0.030
814;7.0;22.0;0.50;0.040
815;7.0;22.0;0.50;0.050
816;7.0;22.0;0.50;0.060
817;7.0;22.0;0.50;0.070
818;7.0;22.0;0.50;0.080
819;7.0;22.0;0.50;0.090
820;7.0;22.0;0.50;0.100
821;9.0;22.0;0.50;0.010
822;9.0;22.0;0.50;0.020
823;9.0;22.0;0.50;0.030
824;9.0;22.0;0.50;0.040
825;9.0;22.0;0.50;0.050
826;9.0;22.0;0.50;0.060
827;9.0;22.0;0.50;0.070
828;9.0;22.0;0.50;0.080
829;9.0;22.0;0.50;0.090
830;9.0;22.0;0.50;0.100
831;11.0;22.0;0.50;0.010
832;11.0;22.0;0.50;0.020
833;11.0;22.0;0.50;0.030
834;11.0;22.0;0.50;0.040
835;11.0;22.0;0.50;0.050
836;11.0;22.0;0.50;0.060
837;11.0;22.0;0.50;0.070
838;11.0;22.0;0.50;0.080
839;11.0;22.0;0.50;0.090
840;11.0;22.0;0.50;0.100
841;13.0;22.0;0.50;0.010
842;13.0;22.0;0.50;0.020
843;13.0;22.0;0.50;0.030
844;13.0;22.0;0.50;0.040
845;13.0;22.0;0.50;0.050
846;13.0;22.0;0.50;0.060
847;13.0;22.0;0.50;0.070
848;13.0;22.0;0.50;0.080
849;13.0;22.0;0.50;0.090
850;13.0;22.0;0.50;0.100
851;15.0;22.0;0.50;0.010
852;15.0;22.0;0.50;0.020
853;15.0;22.0;0.50;0.030
854;15.0;22.0;0.50;0.040
855;15.0;22.0;0.50;0.050
856;15.0;22.0;0.50;0.060
857;15.0;22.0;0.50;0.070
858;15.0;22.0;0.50;0.080
859;15.0;22.0;0.50;0.090
860;15.0;22.0;0.50;0.100
861;17.0;22.0;0.50;0.010
862;17.0;22.0;0.50;0.020
863;17.0;22.0;0.50;0.030
864;17.0;22.0;0.50;0.040
865;17.0;22.0;0.50;0.050
866;17.0;22.0;0.50;0.060
867;17.0;22.0;0.50;0.070
868;17.0;22.0;0.50;0.080
869;17.0;22.0;0.50;0.090
870;17.0;22.0;0.50;0.100
871;19.0;22.0;0.50;0.010
872;19.0;22.0;0.50;0.020
873;19.0;22.0;0.50;0.030
874;19.0;22.0;0.50;0.040
875;19.0;22.0;0.50;0.050
876;19.0;22.0;0.50;0.060
877;19.0;22.0;0.50;0.070
878;19.0;22.0;0.50;0.080
879;19.0;22.0;0.50;0.090
880;19.0;22.0;0.50;0.100
881;21.0;22.0;0.50;0.010
882;21.0;22.0;0.50;0.020
883;21.0;22.0;0.50;0.030
884;21.0;22.0;0.50;0.040
885;21.0;22.0;0.50;0.050
886;21.0;22.0;0.50;0.060
887;21.0;22.0;0.50;0.070
888;21.0;22.0;0.50;0.080
889;21.0;22.0;0.50;0.090
890;21.0;22.0;0.50;0.100
891;23.0;22.0;0.50;0.010
892;23.0;22.0;0.50;0.020
893;23.0;22.0;0.50;0.030
894;23.0;22.0;0.50;0.040
895;23.0;22.0;0.50;0.050
896;23.0;22.0;0.50;0.060
897;23.0;22.0;0.50;0.070
898;23.0;22.0;0.50;0.080
899;23.0;22.0;0.50;0.090
900;23.0;22.0;0.50;0.100
901;25.0;22.0;0.50;0.010
902;25.0;22.0;0.50;0.020
903;25.0;22.0;0.50;0.030
904;25.0;22.0;0.50;0.040
905;25.0;22.0;0.50;0.050
906;25.0;22.0;0.50;0.060
907;25.0;22.0;0.50;0.070
908;25.0;22.0;0.50;0.080
909;25.0;22.0;0.50;0.090
910;25.0;22.0;0.50;0.100
911;1.0;24.0;0.50;0.010
912;1.0;24.0;0.50;0.020
913;1.0;24.0;0.50;0.030
914;1.0;24.0;0.50;0.040
915;1.0;24.0;0.50;0.050
916;1.0;24.0;0.50;0.060
917;1.0;24.0;0.50;0.070
918;1.0;24.0;0.50;0.080
919;1.0;24.0;0.50;0.090
920;1.0;24.0;0.50;0.100
921;3.0;24.0;0.50;0.010
922;3.0;24.0;0.50;0.020
923;3.0;24.0;0.50;0.030
924;3.0;24.0;0.50;0.040
925;3.0;24.0;0.50;0.050
926;3.0;24.0;0.50;0.060
927;3.0;24.0;0.50;0.070
928;3.0;24.0;0.50;0.080
929;3.0;24.0;0.50;0.090
930;3.0;24.0;0.50;0.100
931;5.0;24.0;0.50;0.010
932;5.0;24.0;0.50;0.020
933;5.0;24.0;0.50;0.030
934;5.0;24.0;0.50;0.040
935;5.0;24.0;0.50;0.050
936;5.0;24.0;0.50;0.060
937;5.0;24.0;0.50;0.070
938;5.0;24.0;0.50;0.080
939;5.0;24.0;0.50;0.090
940;5.0;24.0;0.50;0.100
941;7.0;24.0;0.50;0.010
942;7.0;24.0;0.50;0.020
943;7.0;24.0;0.50;0.030
944;7.0;24.0;0.50;0.040
945;7.0;24.0;0.50;0.050
946;7.0;24.0;0.50;0.060
947;7.0;24.0;0.50;0.070
948;7.0;24.0;0.50;0.080
949;7.0;24.0;0.50;0.090
950;7.0;24.0;0.50;0.100
951;9.0;24.0;0.50;0.010
952;9.0;24.0;0.50;0.020
953;9.0;24.0;0.50;0.030
954;9.0;24.0;0.50;0.040
955;9.0;24.0;0.50;0.050
956;9.0;24.0;0.50;0.060
957;9.0;24.0;0.50;0.070
958;9.0;24.0;0.50;0.080
959;9.0;24.0;0.50;0.090
960;9.0;24.0;0.50;0.100
961;11.0;24.0;0.50;0.010
962;11.0;24.0;0.50;0.020
963;11.0;24.0;0.50;0.030
964;11.0;24.0;0.50;0.040
965;11.0;24.0;0.50;0.050
966;11.0;24.0;0.50;0.060
967;11.0;24.0;0.50;0.070
968;11.0;24.0;0.50;0.080
969;11.0;24.0;0.50;0.090
970;11.0;24.0;0.50;0.100
971;13.0;24.0;0.50;0.010
972;13.0;24.0;0.50;0.020
973;13.0;24.0;0.50;0.030
974;13.0;24.0;0.50;0.040
975;13.0;24.0;0.50;0.050
976;13.0;24.0;0.50;0.060
977;13.0;24.0;0.50;0.070
978;13.0;24.0;0.50;0.080
979;13.0;24.0;0.50;0.090
980;13.0;24.0;0.50;0.100
981;15.0;24.0;0.50;0.010
982;15.0;24.0;0.50;0.020
983;15.0;24.0;0.50;0.030
984;15.0;24.0;0.50;0.040
985;15.0;24.0;0.50;0.050
986;15.0;24.0;0.50;0.060
987;15.0;24.0;0.50;0.070
988;15.0;24.0;0.50;0.080
989;15.0;24.0;0.50;0.090
990;15.0;24.0;0.50;0.100
991;17.0;24.0;0.50;0.010
992;17.0;24.0;0.50;0.020
993;17.0;24.0;0.50;0.030
994;17.0;24.0;0.50;0.040
995;17.0;24.0;0.50;0.050
996;17.0;24.0;0.50;0.060
997;17.0;24.0;0.50;0.070
998;17.0;24.0;0.50;0.080
999;17.0;24.0;0.50;0.090
1000;17.0;24.0;0.50;0.100
1001;19.0;24.0;0.50;0.010
1002;19.0;24.0;0.50;0.020
1003;19.0;24.0;0.50;0.030
1004;19.0;24.0;0.50;0.040
1005;19.0;24.0;0.50;0.050
1006;19.0;24.0;0.50;0.060
1007;19.0;24.0;0.50;0.070
1008;19.0;24.0;0.50;0.080
1009;19.0;24.0;0.50;0.090
1010;19.0;24.0;0.50;0.100
1011;21.0;24.0;0.50;0.010
1012;21.0;24.0;0.50;0.020
1013;21.0;24.0;0.50;0.030
1014;21.0;24.0;0.50;0.040
1015;21.0;24.0;0.50;0.050
1016;21.0;24.0;0.50;0.060
1017;21.0;24.0;0.50;0.070
1018;21.0;24.0;0.50;0.080
1019;21.0;24.0;0.50;0.090
1020;21.0;24.0;0.50;0.100
1021;23.0;24.0;0.50;0.010
1022;23.0;24.0;0.50;0.020
1023;23.0;24.0;0.50;0.030
1024;23.0;24.0;0.50;0.040
1025;23.0;24.0;0.50;0.050
1026;23.0;24.0;0.50;0.060
1027;23.0;24.0;0.50;0.070
1028;23.0;24.0;0.50;0.080
1029;23.0;24.0;0.50;0.090
1030;23.0;24.0;0.50;0.100
1031;25.0;24.0;0.50;0.010
1032;25.0;24.0;0.50;0.020
1033;25.0;24.0;0.50;0.030
1034;25.0;24.0;0.50;0.040
1035;25.0;24.0;0.50;0.050
1036;25.0;24.0;0.50;0.060
1037;25.0;24.0;0.50;0.070
1038;25.0;24.0;0.50;0.080
1039;25.0;24.0;0.50;0.090
1040;25.0;24.0;0.50;0.100
1041;1.0;26.0;0.50;0.010
1042;1.0;26.0;0.50;0.020
1043;1.0;26.0;0.50;0.030
1044;1.0;26.0;0.50;0.040
1045;1.0;26.0;0.50;0.050
1046;1.0;26.0;0.50;0.060
1047;1.0;26.0;0.50;0.070
1048;1.0;26.0;0.50;0.080
1049;1.0;26.0;0.50;0.090
1050;1.0;26.0;0.50;0.100
1051;3.0;26.0;0.50;0.010
1052;3.0;26.0;0.50;0.020
1053;3.0;26.0;0.50;0.030
1054;3.0;26.0;0.50;0.040
1055;3.0;26.0;0.50;0.050
1056;3.0;26.0;0.50;0.060
1057;3.0;26.0;0.50;0.070
1058;3.0;26.0;0.50;0.080
1059;3.0;26.0;0.50;0.090
1060;3.0;26.0;0.50;0.100
1061;5.0;26.0;0.50;0.010
1062;5.0;26.0;0.50;0.020
1063;5.0;26.0;0.50;0.030
1064;5.0;26.0;0.50;0.040
1065;5.0;26.0;0.50;0.050
1066;5.0;26.0;0.50;0.060
1067;5.0;26.0;0.50;0.070
1068;5.0;26.0;0.50;0.080
1069;5.0;26.0;0.50;0.090
1070;5.0;26.0;0.50;0.100
1071;7.0;26.0;0.50;0.010
1072;7.0;26.0;0.50;0.020
1073;7.0;26.0;0.50;0.030
1074;7.0;26.0;0.50;0.040
1075;7.0;26.0;0.50;0.050
1076;7.0;26.0;0.50;0.060
1077;7.0;26.0;0.50;0.070
1078;7.0;26.0;0.50;0.080
1079;7.0;26.0;0.50;0.090
1080;7.0;26.0;0.50;0.100
1081;9.0;26.0;0.50;0.010
1082;9.0;26.0;0.50;0.020
1083;9.0;26.0;0.50;0.030
1084;9.0;26.0;0.50;0.040
1085;9.0;26.0;0.50;0.050
1086;9.0;26.0;0.50;0.060
1087;9.0;26.0;0.50;0.070
1088;9.0;26.0;0.50;0.080
1089;9.0;26.0;0.50;0.090
1090;9.0;26.0;0.50;0.100
1091;11.0;26.0;0.50;0.010
1092;11.0;26.0;0.50;0.020
1093;11.0;26.0;0.50;0.030
1094;11.0;26.0;0.50;0.040
1095;11.0;26.0;0.50;0.050
1096;11.0;26.0;0.50;0.060
1097;11.0;26.0;0.50;0.070
1098;11.0;26.0;0.50;0.080
1099;11.0;26.0;0.50;0.090
1100;11.0;26.0;0.50;0.100
1101;13.0;26.0;0.50;0.010
1102;13.0;26.0;0.50;0.020
1103;13.0;26.0;0.50;0.030
1104;13.0;26.0;0.50;0.040
1105;13.0;26.0;0.50;0.050
1106;13.0;26.0;0.50;0.060
1107;13.0;26.0;0.50;0.070
1108;13.0;26.0;0.50;0.080
1109;13.0;26.0;0.50;0.090
1110;13.0;26.0;0.50;0.100
1111;15.0;26.0;0.50;0.010
1112;15.0;26.0;0.50;0.020
1113;15.0;26.0;0.50;0.030
1114;15.0;26.0;0.50;0.040
1115;15.0;26.0;0.50;0.050
1116;15.0;26.0;0.50;0.060
1117;15.0;26.0;0.50;0.070
1118;15.0;26.0;0.50;0.080
1119;15.0;26.0;0.50;0.090
1120;15.0;26.0;0.50;0.100
1121;17.0;26.0;0.50;0.010
1122;17.0;26.0;0.50;0.020
1123;17.0;26.0;0.50;0.030
1124;17.0;26.0;0.50;0.040
1125;17.0;26.0;0.50;0.050
1126;17.0;26.0;0.50;0.060
1127;17.0;26.0;0.50;0.070
1128;17.0;26.0;0.50;0.080
1129;17.0;26.0;0.50;0.090
1130;17.0;26.0;0.50;0.100
1131;19.0;26.0;0.50;0.010
1132;19.0;26.0;0.50;0.020
1133;19.0;26.0;0.50;0.030
1134;19.0;26.0;0.50;0.040
1135;19.0;26.0;0.50;0.050
1136;19.0;26.0;0.50;0.060
1137;19.0;26.0;0.50;0.070
1138;19.0;26.0;0.50;0.080
1139;19.0;26.0;0.50;0.090
1140;19.0;26.0;0.50;0.100
1141;21.0;26.0;0.50;0.010
1142;21.0;26.0;0.50;0.020
1143;21.0;26.0;0.50;0.030
1144;21.0;26.0;0.50;0.040
1145;21.0;26.0;0.50;0.050
1146;21.0;26.0;0.50;0.060
1147;21.0;26.0;0.50;0.070
1148;21.0;26.0;0.50;0.080
1149;21.0;26.0;0.50;0.090
1150;21.0;26.0;0.50;0.100
1151;23.0;26.0;0.50;0.010
1152;23.0;26.0;0.50;0.020
1153;23.0;26.0;0.50;0.030
1154;23.0;26.0;0.50;0.040
1155;23.0;26.0;0.50;0.050
1156;23.0;26.0;0.50;0.060
1157;23.0;26.0;0.50;0.070
1158;23.0;26.0;0.50;0.080
1159;23.0;26.0;0.50;0.090
1160;23.0;26.0;0.50;0.100
1161;25.0;26.0;0.50;0.010
1162;25.0;26.0;0.50;0.020
1163;25.0;26.0;0.50;0.030
1164;25.0;26.0;0.50;0.040
1165;25.0;26.0;0.50;0.050
1166;25.0;26.0;0.50;0.060
1167;25.0;26.0;0.50;0.070
1168;25.0;26.0;0.50;0.080
1169;25.0;26.0;0.50;0.090
1170;25.0;26.0;0.50;0.100
1171;1.0;28.0;0.50;0.010
1172;1.0;28.0;0.50;0.020
1173;1.0;28.0;0.50;0.030
1174;1.0;28.0;0.50;0.040
1175;1.0;28.0;0.50;0.050
1176;1.0;28.0;0.50;0.060
1177;1.0;28.0;0.50;0.070
1178;1.0;28.0;0.50;0.080
1179;1.0;28.0;0.50;0.090
1180;1.0;28.0;0.50;0.100
1181;3.0;28.0;0.50;0.010
1182;3.0;28.0;0.50;0.020
1183;3.0;28.0;0.50;0.030
1184;3.0;28.0;0.50;0.040
1185;3.0;28.0;0.50;0.050
1186;3.0;28.0;0.50;0.060
1187;3.0;28.0;0.50;0.070
1188;3.0;28.0;0.50;0.080
1189;3.0;28.0;0.50;0.090
1190;3.0;28.0;0.50;0.100
1191;5.0;28.0;0.50;0.010
1192;5.0;28.0;0.50;0.020
1193;5.0;28.0;0.50;0.030
1194;5.0;28.0;0.50;0.040
1195;5.0;28.0;0.50;0.050
1196;5.0;28.0;0.50;0.060
1197;5.0;28.0;0.50;0.070
1198;5.0;28.0;0.50;0.080
1199;5.0;28.0;0.50;0.090
1200;5.0;28.0;0.50;0.100
1201;7.0;28.0;0.50;0.010
1202;7.0;28.0;0.50;0.020
1203;7.0;28.0;0.50;0.030
1204;7.0;28.0;0.50;0.040
1205;7.0;28.0;0.50;0.050
1206;7.0;28.0;0.50;0.060
1207;7.0;28.0;0.50;0.070
1208;7.0;28.0;0.50;0.080
1209;7.0;28.0;0.50;0.090
1210;7.0;28.0;0.50;0.100
1211;9.0;28.0;0.50;0.010
1212;9.0;28.0;0.50;0.020
1213;9.0;28.0;0.50;0.030
1214;9.0;28.0;0.50;0.040
1215;9.0;28.0;0.50;0.050
1216;9.0;28.0;0.50;0.060
1217;9.0;28.0;0.50;0.070
1218;9.0;28.0;0.50;0.080
1219;9.0;28.0;0.50;0.090
1220;9.0;28.0;0.50;0.100
1221;11.0;28.0;0.50;0.010
1222;11.0;28.0;0.50;0.020
1223;11.0;28.0;0.50;0.030
1224;11.0;28.0;0.50;0.040
1225;11.0;28.0;0.50;0.050
1226;11.0;28.0;0.50;0.060
1227;11.0;28.0;0.50;0.070
1228;11.0;28.0;0.50;0.080
1229;11.0;28.0;0.50;0.090
1230;11.0;28.0;0.50;0.100
1231;13.0;28.0;0.50;0.010
1232;13.0;28.0;0.50;0.020
1233;13.0;28.0;0.50;0.030
1234;13.0;28.0;0.50;0.040
1235;13.0;28.0;0.50;0.050
1236;13.0;28.0;0.50;0.060
1237;13.0;28.0;0.50;0.070
1238;13.0;28.0;0.50;0.080
1239;13.0;28.0;0.50;0.090
1240;13.0;28.0;0.50;0.100
1241;15.0;28.0;0.50;0.010
1242;15.0;28.0;0.50;0.020
1243;15.0;28.0;0.50;0.030
1244;15.0;28.0;0.50;0.040
1245;15.0;28.0;0.50;0.050
1246;15.0;28.0;0.50;0.060
1247;15.0;28.0;0.50;0.070
1248;15.0;28.0;0.50;0.080
1249;15.0;28.0;0.50;0.090
1250;15.0;28.0;0.50;0.100
1251;17.0;28.0;0.50;0.010
1252;17.0;28.0;0.50;0.020
1253;17.0;28.0;0.50;0.030
1254;17.0;28.0;0.50;0.040
1255;17.0;28.0;0.50;0.050
1256;17.0;28.0;0.50;0.060
1257;17.0;28.0;0.50;0.070
1258;17.0;28.0;0.50;0.080
1259;17.0;28.0;0.50;0.090
1260;17.0;28.0;0.50;0.100
1261;19.0;28.0;0.50;0.010
1262;19.0;28.0;0.50;0.020
1263;19.0;28.0;0.50;0.030
1264;19.0;28.0;0.50;0.040
1265;19.0;28.0;0.50;0.050
1266;19.0;28.0;0.50;0.060
1267;19.0;28.0;0.50;0.070
1268;19.0;28.0;0.50;0.080
1269;19.0;28.0;0.50;0.090
1270;19.0;28.0;0.50;0.100
1271;21.0;28.0;0.50;0.010
1272;21.0;28.0;0.50;0.020
1273;21.0;28.0;0.50;0.030
1274;21.0;28.0;0.50;0.040
1275;21.0;28.0;0.50;0.050
1276;21.0;28.0;0.50;0.060
1277;21.0;28.0;0.50;0.070
1278;21.0;28.0;0.50;0.080
1279;21.0;28.0;0.50;0.090
1280;21.0;28.0;0.50;0.100
1281;23.0;28.0;0.50;0.010
1282;23.0;28.0;0.50;0.020
1283;23.0;28.0;0.50;0.030
1284;23.0;28.0;0.50;0.040
1285;23.0;28.0;0.50;0.050
1286;23.0;28.0;0.50;0.060
1287;23.0;28.0;0.50;0.070
1288;23.0;28.0;0.50;0.080
1289;23.0;28.0;0.50;0.090
1290;23.0;28.0;0.50;0.100
1291;25.0;28.0;0.50;0.010
1292;25.0;28.0;0.50;0.020
1293;25.0;28.0;0.50;0.030
1294;25.0;28.0;0.50;0.040
1295;25.0;28.0;0.50;0.050
1296;25.0;28.0;0.50;0.060
1297;25.0;28.0;0.50;0.070
1298;25.0;28.0;0.50;0.080
1299;25.0;28.0;0.50;0.090
1300;25.0;28.0;0.50;0.100
1301;1.0;30.0;0.50;0.010
1302;1.0;30.0;0.50;0.020
1303;1.0;30.0;0.50;0.030
1304;1.0;30.0;0.50;0.040
1305;1.0;30.0;0.50;0.050
1306;1.0;30.0;0.50;0.060
1307;1.0;30.0;0.50;0.070
1308;1.0;30.0;0.50;0.080
1309;1.0;30.0;0.50;0.090
1310;1.0;30.0;0.50;0.100
1311;3.0;30.0;0.50;0.010
1312;3.0;30.0;0.50;0.020
1313;3.0;30.0;0.50;0.030
1314;3.0;30.0;0.50;0.040
1315;3.0;30.0;0.50;0.050
1316;3.0;30.0;0.50;0.060
1317;3.0;30.0;0.50;0.070
1318;3.0;30.0;0.50;0.080
1319;3.0;30.0;0.50;0.090
1320;3.0;30.0;0.50;0.100
1321;5.0;30.0;0.50;0.010
1322;5.0;30.0;0.50;0.020
1323;5.0;30.0;0.50;0.030
1324;5.0;30.0;0.50;0.040
1325;5.0;30.0;0.50;0.050
1326;5.0;30.0;0.50;0.060
1327;5.0;30.0;0.50;0.070
1328;5.0;30.0;0.50;0.080
1329;5.0;30.0;0.50;0.090
1330;5.0;30.0;0.50;0.100
1331;7.0;30.0;0.50;0.010
1332;7.0;30.0;0.50;0.020
1333;7.0;30.0;0.50;0.030
1334;7.0;30.0;0.50;0.040
1335;7.0;30.0;0.50;0.050
1336;7.0;30.0;0.50;0.060
1337;7.0;30.0;0.50;0.070
1338;7.0;30.0;0.50;0.080
1339;7.0;30.0;0.50;0.090
1340;7.0;30.0;0.50;0.100
1341;9.0;30.0;0.50;0.010
1342;9.0;30.0;0.50;0.020
1343;9.0;30.0;0.50;0.030
1344;9.0;30.0;0.50;0.040
1345;9.0;30.0;0.50;0.050
1346;9.0;30.0;0.50;0.060
1347;9.0;30.0;0.50;0.070
1348;9.0;30.0;0.50;0.080
1349;9.0;30.0;0.50;0.090
1350;9.0;30.0;0.50;0.100
1351;11.0;30.0;0.50;0.010
1352;11.0;30.0;0.50;0.020
1353;11.0;30.0;0.50;0.030
1354;11.0;30.0;0.50;0.040
1355;11.0;30.0;0.50;0.050
1356;11.0;30.0;0.50;0.060
1357;11.0;30.0;0.50;0.070
1358;11.0;30.0;0.50;0.080
1359;11.0;30.0;0.50;0.090
1360;11.0;30.0;0.50;0.100
1361;13.0;30.0;0.50;0.010
1362;13.0;30.0;0.50;0.020
1363;13.0;30.0;0.50;0.030
1364;13.0;30.0;0.50;0.040
1365;13.0;30.0;0.50;0.050
1366;13.0;30.0;0.50;0.060
1367;13.0;30.0;0.50;0.070
1368;13.0;30.0;0.50;0.080
1369;13.0;30.0;0.50;0.090
1370;13.0;30.0;0.50;0.100
1371;15.0;30.0;0.50;0.010
1372;15.0;30.0;0.50;0.020
1373;15.0;30.0;0.50;0.030
1374;15.0;30.0;0.50;0.040
1375;15.0;30.0;0.50;0.050
1376;15.0;30.0;0.50;0.060
1377;15.0;30.0;0.50;0.070
1378;15.0;30.0;0.50;0.080
1379;15.0;30.0;0.50;0.090
1380;15.0;30.0;0.50;0.100
1381;17.0;30.0;0.50;0.010
1382;17.0;30.0;0.50;0.020
1383;17.0;30.0;0.50;0.030
1384;17.0;30.0;0.50;0.040
1385;17.0;30.0;0.50;0.050
1386;17.0;30.0;0.50;0.060
1387;17.0;30.0;0.50;0.070
1388;17.0;30.0;0.50;0.080
1389;17.0;30.0;0.50;0.090
1390;17.0;30.0;0.50;0.100
1391;19.0;30.0;0.50;0.010
1392;19.0;30.0;0.50;0.020
1393;19.0;30.0;0.50;0.030
1394;19.0;30.0;0.50;0.040
1395;19.0;30.0;0.50;0.050
1396;19.0;30.0;0.50;0.060
1397;19.0;30.0;0.50;0.070
1398;19.0;30.0;0.50;0.080
1399;19.0;30.0;0.50;0.090
1400;19.0;30.0;0.50;0.100
1401;21.0;30.0;0.50;0.010
1402;21.0;30.0;0.50;0.020
1403;21.0;30.0;0.50;0.030
1404;21.0;30.0;0.50;0.040
1405;21.0;30.0;0.50;0.050
1406;21.0;30.0;0.50;0.060
1407;21.0;30.0;0.50;0.070
1408;21.0;30.0;0.50;0.080
1409;21.0;30.0;0.50;0.090
1410;21.0;30.0;0.50;0.100
1411;23.0;30.0;0.50;0.010
1412;23.0;30.0;0.50;0.020
1413;23.0;30.0;0.50;0.030
1414;23.0;30.0;0.50;0.040
1415;23.0;30.0;0.50;0.050
1416;23.0;30.0;0.50;0.060
1417;23.0;30.0;0.50;0.070
1418;23.0;30.0;0.50;0.080
1419;23.0;30.0;0.50;0.090
1420;23.0;30.0;0.50;0.100
1421;25.0;30.0;0.50;0.010
1422;25.0;30.0;0.50;0.020
1423;25.0;30.0;0.50;0.030
1424;25.0;30.0;0.50;0.040
1425;25.0;30.0;0.50;0.050
1426;25.0;30.0;0.50;0.060
1427;25.0;30.0;0.50;0.070
1428;25.0;30.0;0.50;0.080
1429;25.0;30.0;0.50;0.090
1430;25.0;30.0;0.50;0.100
1431;1.0;10.0;1.50;0.010
1432;1.0;10.0;1.50;0.020
1433;1.0;10.0;1.50;0.030
1434;1.0;10.0;1.50;0.040
1435;1.0;10.0;1.50;0.050
1436;1.0;10.0;1.50;0.060
1437;1.0;10.0;1.50;0.070
1438;1.0;10.0;1.50;0.080
1439;1.0;10.0;1.50;0.090
1440;1.0;10.0;1.50;0.100
1441;3.0;10.0;1.50;0.010
1442;3.0;10.0;1.50;0.020
1443;3.0;10.0;1.50;0.030
1444;3.0;10.0;1.50;0.040
1445;3.0;10.0;1.50;0.050
1446;3.0;10.0;1.50;0.060
1447;3.0;10.0;1.50;0.070
1448;3.0;10.0;1.50;0.080
1449;3.0;10.0;1.50;0.090
1450;3.0;10.0;1.50;0.100
1451;5.0;10.0;1.50;0.010
1452;5.0;10.0;1.50;0.020
1453;5.0;10.0;1.50;0.030
1454;5.0;10.0;1.50;0.040
1455;5.0;10.0;1.50;0.050
1456;5.0;10.0;1.50;0.060
1457;5.0;10.0;1.50;0.070
1458;5.0;10.0;1.50;0.080
1459;5.0;10.0;1.50;0.090
1460;5.0;10.0;1.50;0.100
1461;7.0;10.0;1.50;0.010
1462;7.0;10.0;1.50;0.020
1463;7.0;10.0;1.50;0.030
1464;7.0;10.0;1.50;0.040
1465;7.0;10.0;1.50;0.050
1466;7.0;10.0;1.50;0.060
1467;7.0;10.0;1.50;0.070
1468;7.0;10.0;1.50;0.080
1469;7.0;10.0;1.50;0.090
1470;7.0;10.0;1.50;0.100
1471;9.0;10.0;1.50;0.010
1472;9.0;10.0;1.50;0.020
1473;9.0;10.0;1.50;0.030
1474;9.0;10.0;1.50;0.040
1475;9.0;10.0;1.50;0.050
1476;9.0;10.0;1.50;0.060
1477;9.0;10.0;1.50;0.070
1478;9.0;10.0;1.50;0.080
1479;9.0;10.0;1.50;0.090
1480;9.0;10.0;1.50;0.100
1481;11.0;10.0;1.50;0.010
1482;11.0;10.0;1.50;0.020
1483;11.0;10.0;1.50;0.030
1484;11.0;10.0;1.50;0.040
1485;11.0;10.0;1.50;0.050
1486;11.0;10.0;1.50;0.060
1487;11.0;10.0;1.50;0.070
1488;11.0;10.0;1.50;0.080
1489;11.0;10.0;1.50;0.090
1490;11.0;10.0;1.50;0.100
1491;13.0;10.0;1.50;0.010
1492;13.0;10.0;1.50;0.020
1493;13.0;10.0;1.50;0.030
1494;13.0;10.0;1.50;0.040
1495;13.0;10.0;1.50;0.050
1496;13.0;10.0;1.50;0.060
1497;13.0;10.0;1.50;0.070
1498;13.0;10.0;1.50;0.080
1499;13.0;10.0;1.50;0.090
1500;13.0;10.0;1.50;0.100
1501;15.0;10.0;1.50;0.010
1502;15.0;10.0;1.50;0.020
1503;15.0;10.0;1.50;0.030
1504;15.0;10.0;1.50;0.040
1505;15.0;10.0;1.50;0.050
1506;15.0;10.0;1.50;0.060
1507;15.0;10.0;1.50;0.070
1508;15.0;10.0;1.50;0.080
1509;15.0;10.0;1.50;0.090
1510;15.0;10.0;1.50;0.100
1511;17.0;10.0;1.50;0.010
1512;17.0;10.0;1.50;0.020
1513;17.0;10.0;1.50;0.030
1514;17.0;10.0;1.50;0.040
1515;17.0;10.0;1.50;0.050
1516;17.0;10.0;1.50;0.060
1517;17.0;10.0;1.50;0.070
1518;17.0;10.0;1.50;0.080
1519;17.0;10.0;1.50;0.090
1520;17.0;10.0;1.50;0.100
1521;19.0;10.0;1.50;0.010
1522;19.0;10.0;1.50;0.020
